gendistrict,hood,category,count
PARK,Golden Gate Park,ASSAULT,30
PARK,Golden Gate Park,BURGLARY,6
PARK,Golden Gate Park,DRIVING UNDER THE INFLUENCE,1
PARK,Golden Gate Park,DRUG/NARCOTIC,56
PARK,Golden Gate Park,FRAUD,5
PARK,Golden Gate Park,LARCENY/THEFT,133
PARK,Golden Gate Park,MISSING PERSON,11
PARK,Golden Gate Park,NON-CRIMINAL,108
PARK,Golden Gate Park,OTHER OFFENSES,60
PARK,Golden Gate Park,RECOVERED VEHICLE,1
PARK,Golden Gate Park,ROBBERY,7
PARK,Golden Gate Park,SECONDARY CODES,3
PARK,Golden Gate Park,"SEX OFFENSES, FORCIBLE",1
PARK,Golden Gate Park,STOLEN PROPERTY,3
PARK,Golden Gate Park,SUSPICIOUS OCC,17
PARK,Golden Gate Park,VANDALISM,20
PARK,Golden Gate Park,VEHICLE THEFT,8
PARK,Golden Gate Park,WARRANTS,30
PARK,Golden Gate Park,WEAPON LAWS,5
PARK,Haight Ashbury,ARSON,7
PARK,Haight Ashbury,ASSAULT,189
PARK,Haight Ashbury,BURGLARY,174
PARK,Haight Ashbury,DISORDERLY CONDUCT,13
PARK,Haight Ashbury,DRIVING UNDER THE INFLUENCE,8
PARK,Haight Ashbury,DRUG/NARCOTIC,173
PARK,Haight Ashbury,DRUNKENNESS,5
PARK,Haight Ashbury,EMBEZZLEMENT,2
PARK,Haight Ashbury,EXTORTION,2
PARK,Haight Ashbury,FORGERY/COUNTERFEITING,9
PARK,Haight Ashbury,FRAUD,63
PARK,Haight Ashbury,KIDNAPPING,3
PARK,Haight Ashbury,LARCENY/THEFT,658
PARK,Haight Ashbury,LIQUOR LAWS,8
PARK,Haight Ashbury,MISSING PERSON,435
PARK,Haight Ashbury,NON-CRIMINAL,621
PARK,Haight Ashbury,OTHER OFFENSES,432
PARK,Haight Ashbury,PROSTITUTION,1
PARK,Haight Ashbury,RECOVERED VEHICLE,7
PARK,Haight Ashbury,ROBBERY,43
PARK,Haight Ashbury,RUNAWAY,26
PARK,Haight Ashbury,SECONDARY CODES,27
PARK,Haight Ashbury,"SEX OFFENSES, FORCIBLE",24
PARK,Haight Ashbury,"SEX OFFENSES, NON FORCIBLE",1
PARK,Haight Ashbury,STOLEN PROPERTY,16
PARK,Haight Ashbury,SUICIDE,2
PARK,Haight Ashbury,SUSPICIOUS OCC,94
PARK,Haight Ashbury,TRESPASS,28
PARK,Haight Ashbury,VANDALISM,140
PARK,Haight Ashbury,VEHICLE THEFT,189
PARK,Haight Ashbury,WARRANTS,176
PARK,Haight Ashbury,WEAPON LAWS,32
PARK,Inner Richmond,ASSAULT,1
PARK,Inner Richmond,BURGLARY,1
PARK,Inner Richmond,EXTORTION,1
PARK,Inner Richmond,LARCENY/THEFT,23
PARK,Inner Richmond,MISSING PERSON,2
PARK,Inner Richmond,NON-CRIMINAL,5
PARK,Inner Richmond,OTHER OFFENSES,10
PARK,Inner Richmond,RECOVERED VEHICLE,1
PARK,Inner Richmond,SECONDARY CODES,4
PARK,Inner Richmond,"SEX OFFENSES, FORCIBLE",1
PARK,Inner Richmond,STOLEN PROPERTY,1
PARK,Inner Richmond,SUSPICIOUS OCC,1
PARK,Inner Richmond,VANDALISM,7
PARK,Inner Richmond,VEHICLE THEFT,2
PARK,Inner Richmond,WARRANTS,1
PARK,Inner Sunset,ARSON,3
PARK,Inner Sunset,ASSAULT,54
PARK,Inner Sunset,BURGLARY,42
PARK,Inner Sunset,DISORDERLY CONDUCT,1
PARK,Inner Sunset,DRIVING UNDER THE INFLUENCE,5
PARK,Inner Sunset,DRUG/NARCOTIC,5
PARK,Inner Sunset,DRUNKENNESS,1
PARK,Inner Sunset,FORGERY/COUNTERFEITING,3
PARK,Inner Sunset,FRAUD,12
PARK,Inner Sunset,KIDNAPPING,1
PARK,Inner Sunset,LARCENY/THEFT,106
PARK,Inner Sunset,MISSING PERSON,57
PARK,Inner Sunset,NON-CRIMINAL,77
PARK,Inner Sunset,OTHER OFFENSES,118
PARK,Inner Sunset,RECOVERED VEHICLE,1
PARK,Inner Sunset,ROBBERY,4
PARK,Inner Sunset,SECONDARY CODES,6
PARK,Inner Sunset,"SEX OFFENSES, FORCIBLE",5
PARK,Inner Sunset,STOLEN PROPERTY,3
PARK,Inner Sunset,SUSPICIOUS OCC,14
PARK,Inner Sunset,TRESPASS,23
PARK,Inner Sunset,VANDALISM,26
PARK,Inner Sunset,VEHICLE THEFT,29
PARK,Inner Sunset,WARRANTS,14
PARK,Inner Sunset,WEAPON LAWS,5
PARK,Noe Valley,OTHER OFFENSES,3
PARK,Outer Sunset,OTHER OFFENSES,3
PARK,Presidio Heights,ASSAULT,2
PARK,Presidio Heights,BURGLARY,3
PARK,Presidio Heights,DISORDERLY CONDUCT,1
PARK,Presidio Heights,FRAUD,1
PARK,Presidio Heights,LARCENY/THEFT,9
PARK,Presidio Heights,MISSING PERSON,2
PARK,Presidio Heights,NON-CRIMINAL,7
PARK,Presidio Heights,OTHER OFFENSES,1
PARK,Presidio Heights,WARRANTS,2
PARK,Twin Peaks,ASSAULT,38
PARK,Twin Peaks,BAD CHECKS,2
PARK,Twin Peaks,BURGLARY,25
PARK,Twin Peaks,DRIVING UNDER THE INFLUENCE,3
PARK,Twin Peaks,DRUG/NARCOTIC,7
PARK,Twin Peaks,DRUNKENNESS,2
PARK,Twin Peaks,FRAUD,12
PARK,Twin Peaks,LARCENY/THEFT,192
PARK,Twin Peaks,MISSING PERSON,19
PARK,Twin Peaks,NON-CRIMINAL,73
PARK,Twin Peaks,OTHER OFFENSES,62
PARK,Twin Peaks,RECOVERED VEHICLE,2
PARK,Twin Peaks,ROBBERY,9
PARK,Twin Peaks,RUNAWAY,2
PARK,Twin Peaks,SECONDARY CODES,9
PARK,Twin Peaks,"SEX OFFENSES, FORCIBLE",4
PARK,Twin Peaks,STOLEN PROPERTY,1
PARK,Twin Peaks,SUICIDE,1
PARK,Twin Peaks,SUSPICIOUS OCC,23
PARK,Twin Peaks,VANDALISM,32
PARK,Twin Peaks,VEHICLE THEFT,22
PARK,Twin Peaks,WARRANTS,2
PARK,Twin Peaks,WEAPON LAWS,1
PARK,West of Twin Peaks,BURGLARY,5
PARK,West of Twin Peaks,DRIVING UNDER THE INFLUENCE,1
PARK,West of Twin Peaks,DRUG/NARCOTIC,1
PARK,West of Twin Peaks,FRAUD,2
PARK,West of Twin Peaks,LARCENY/THEFT,17
PARK,West of Twin Peaks,MISSING PERSON,4
PARK,West of Twin Peaks,NON-CRIMINAL,4
PARK,West of Twin Peaks,OTHER OFFENSES,14
PARK,West of Twin Peaks,ROBBERY,1
PARK,West of Twin Peaks,"SEX OFFENSES, FORCIBLE",1
PARK,West of Twin Peaks,SUSPICIOUS OCC,3
PARK,West of Twin Peaks,VANDALISM,2
PARK,West of Twin Peaks,VEHICLE THEFT,3
PARK,West of Twin Peaks,WARRANTS,1
PARK,Western Addition,ARSON,2
PARK,Western Addition,ASSAULT,179
PARK,Western Addition,BRIBERY,1
PARK,Western Addition,BURGLARY,101
PARK,Western Addition,DISORDERLY CONDUCT,3
PARK,Western Addition,DRIVING UNDER THE INFLUENCE,2
PARK,Western Addition,DRUG/NARCOTIC,21
PARK,Western Addition,DRUNKENNESS,3
PARK,Western Addition,EMBEZZLEMENT,2
PARK,Western Addition,EXTORTION,1
PARK,Western Addition,FORGERY/COUNTERFEITING,8
PARK,Western Addition,FRAUD,42
PARK,Western Addition,KIDNAPPING,4
PARK,Western Addition,LARCENY/THEFT,852
PARK,Western Addition,LIQUOR LAWS,1
PARK,Western Addition,MISSING PERSON,81
PARK,Western Addition,NON-CRIMINAL,239
PARK,Western Addition,OTHER OFFENSES,282
PARK,Western Addition,PROSTITUTION,1
PARK,Western Addition,RECOVERED VEHICLE,12
PARK,Western Addition,ROBBERY,51
PARK,Western Addition,RUNAWAY,3
PARK,Western Addition,SECONDARY CODES,40
PARK,Western Addition,"SEX OFFENSES, FORCIBLE",10
PARK,Western Addition,"SEX OFFENSES, NON FORCIBLE",1
PARK,Western Addition,STOLEN PROPERTY,8
PARK,Western Addition,SUICIDE,1
PARK,Western Addition,SUSPICIOUS OCC,81
PARK,Western Addition,TRESPASS,20
PARK,Western Addition,VANDALISM,158
PARK,Western Addition,VEHICLE THEFT,115
PARK,Western Addition,WARRANTS,64
PARK,Western Addition,WEAPON LAWS,19
PdDistrict,hood,Category,1
RICHMOND,Golden Gate Park,ARSON,3
RICHMOND,Golden Gate Park,ASSAULT,32
RICHMOND,Golden Gate Park,BURGLARY,17
RICHMOND,Golden Gate Park,DISORDERLY CONDUCT,1
RICHMOND,Golden Gate Park,DRIVING UNDER THE INFLUENCE,6
RICHMOND,Golden Gate Park,DRUG/NARCOTIC,13
RICHMOND,Golden Gate Park,DRUNKENNESS,1
RICHMOND,Golden Gate Park,FORGERY/COUNTERFEITING,1
RICHMOND,Golden Gate Park,FRAUD,11
RICHMOND,Golden Gate Park,KIDNAPPING,1
RICHMOND,Golden Gate Park,LARCENY/THEFT,714
RICHMOND,Golden Gate Park,MISSING PERSON,17
RICHMOND,Golden Gate Park,NON-CRIMINAL,148
RICHMOND,Golden Gate Park,OTHER OFFENSES,125
RICHMOND,Golden Gate Park,RECOVERED VEHICLE,4
RICHMOND,Golden Gate Park,ROBBERY,14
RICHMOND,Golden Gate Park,SECONDARY CODES,3
RICHMOND,Golden Gate Park,"SEX OFFENSES, FORCIBLE",3
RICHMOND,Golden Gate Park,STOLEN PROPERTY,8
RICHMOND,Golden Gate Park,SUICIDE,1
RICHMOND,Golden Gate Park,SUSPICIOUS OCC,35
RICHMOND,Golden Gate Park,TRESPASS,6
RICHMOND,Golden Gate Park,VANDALISM,50
RICHMOND,Golden Gate Park,VEHICLE THEFT,29
RICHMOND,Golden Gate Park,WARRANTS,24
RICHMOND,Golden Gate Park,WEAPON LAWS,3
RICHMOND,Haight Ashbury,LARCENY/THEFT,1
RICHMOND,Haight Ashbury,VEHICLE THEFT,1
RICHMOND,Inner Richmond,ARSON,3
RICHMOND,Inner Richmond,ASSAULT,174
RICHMOND,Inner Richmond,BAD CHECKS,2
RICHMOND,Inner Richmond,BURGLARY,149
RICHMOND,Inner Richmond,DISORDERLY CONDUCT,3
RICHMOND,Inner Richmond,DRIVING UNDER THE INFLUENCE,15
RICHMOND,Inner Richmond,DRUG/NARCOTIC,29
RICHMOND,Inner Richmond,DRUNKENNESS,10
RICHMOND,Inner Richmond,EMBEZZLEMENT,2
RICHMOND,Inner Richmond,EXTORTION,2
RICHMOND,Inner Richmond,FAMILY OFFENSES,2
RICHMOND,Inner Richmond,FORGERY/COUNTERFEITING,15
RICHMOND,Inner Richmond,FRAUD,69
RICHMOND,Inner Richmond,KIDNAPPING,4
RICHMOND,Inner Richmond,LARCENY/THEFT,874
RICHMOND,Inner Richmond,LIQUOR LAWS,7
RICHMOND,Inner Richmond,LOITERING,1
RICHMOND,Inner Richmond,MISSING PERSON,77
RICHMOND,Inner Richmond,NON-CRIMINAL,514
RICHMOND,Inner Richmond,OTHER OFFENSES,386
RICHMOND,Inner Richmond,PROSTITUTION,2
RICHMOND,Inner Richmond,RECOVERED VEHICLE,13
RICHMOND,Inner Richmond,ROBBERY,34
RICHMOND,Inner Richmond,SECONDARY CODES,27
RICHMOND,Inner Richmond,"SEX OFFENSES, FORCIBLE",12
RICHMOND,Inner Richmond,"SEX OFFENSES, NON FORCIBLE",2
RICHMOND,Inner Richmond,STOLEN PROPERTY,9
RICHMOND,Inner Richmond,SUICIDE,2
RICHMOND,Inner Richmond,SUSPICIOUS OCC,117
RICHMOND,Inner Richmond,TRESPASS,19
RICHMOND,Inner Richmond,VANDALISM,166
RICHMOND,Inner Richmond,VEHICLE THEFT,217
RICHMOND,Inner Richmond,WARRANTS,66
RICHMOND,Inner Richmond,WEAPON LAWS,20
RICHMOND,Outer Richmond,ARSON,6
RICHMOND,Outer Richmond,ASSAULT,151
RICHMOND,Outer Richmond,BAD CHECKS,1
RICHMOND,Outer Richmond,BURGLARY,121
RICHMOND,Outer Richmond,DISORDERLY CONDUCT,4
RICHMOND,Outer Richmond,DRIVING UNDER THE INFLUENCE,10
RICHMOND,Outer Richmond,DRUG/NARCOTIC,20
RICHMOND,Outer Richmond,DRUNKENNESS,5
RICHMOND,Outer Richmond,EMBEZZLEMENT,2
RICHMOND,Outer Richmond,EXTORTION,2
RICHMOND,Outer Richmond,FAMILY OFFENSES,1
RICHMOND,Outer Richmond,FORGERY/COUNTERFEITING,10
RICHMOND,Outer Richmond,FRAUD,59
RICHMOND,Outer Richmond,KIDNAPPING,2
RICHMOND,Outer Richmond,LARCENY/THEFT,579
RICHMOND,Outer Richmond,MISSING PERSON,77
RICHMOND,Outer Richmond,NON-CRIMINAL,317
RICHMOND,Outer Richmond,OTHER OFFENSES,283
RICHMOND,Outer Richmond,PROSTITUTION,2
RICHMOND,Outer Richmond,RECOVERED VEHICLE,9
RICHMOND,Outer Richmond,ROBBERY,30
RICHMOND,Outer Richmond,RUNAWAY,5
RICHMOND,Outer Richmond,SECONDARY CODES,64
RICHMOND,Outer Richmond,"SEX OFFENSES, FORCIBLE",16
RICHMOND,Outer Richmond,STOLEN PROPERTY,18
RICHMOND,Outer Richmond,SUSPICIOUS OCC,101
RICHMOND,Outer Richmond,TRESPASS,11
RICHMOND,Outer Richmond,VANDALISM,133
RICHMOND,Outer Richmond,VEHICLE THEFT,142
RICHMOND,Outer Richmond,WARRANTS,44
RICHMOND,Outer Richmond,WEAPON LAWS,21
RICHMOND,Outer Sunset,ASSAULT,3
RICHMOND,Outer Sunset,BURGLARY,2
RICHMOND,Outer Sunset,DRUG/NARCOTIC,3
RICHMOND,Outer Sunset,LARCENY/THEFT,13
RICHMOND,Outer Sunset,NON-CRIMINAL,4
RICHMOND,Outer Sunset,OTHER OFFENSES,8
RICHMOND,Outer Sunset,ROBBERY,2
RICHMOND,Outer Sunset,SECONDARY CODES,1
RICHMOND,Outer Sunset,STOLEN PROPERTY,2
RICHMOND,Outer Sunset,SUSPICIOUS OCC,2
RICHMOND,Outer Sunset,VANDALISM,3
RICHMOND,Outer Sunset,VEHICLE THEFT,1
RICHMOND,Outer Sunset,WARRANTS,2
RICHMOND,Pacific Heights,ASSAULT,12
RICHMOND,Pacific Heights,BURGLARY,28
RICHMOND,Pacific Heights,DRUG/NARCOTIC,3
RICHMOND,Pacific Heights,FORGERY/COUNTERFEITING,2
RICHMOND,Pacific Heights,FRAUD,15
RICHMOND,Pacific Heights,LARCENY/THEFT,119
RICHMOND,Pacific Heights,MISSING PERSON,3
RICHMOND,Pacific Heights,NON-CRIMINAL,46
RICHMOND,Pacific Heights,OTHER OFFENSES,40
RICHMOND,Pacific Heights,RECOVERED VEHICLE,4
RICHMOND,Pacific Heights,ROBBERY,4
RICHMOND,Pacific Heights,"SEX OFFENSES, FORCIBLE",1
RICHMOND,Pacific Heights,STOLEN PROPERTY,4
RICHMOND,Pacific Heights,SUSPICIOUS OCC,10
RICHMOND,Pacific Heights,TRESPASS,5
RICHMOND,Pacific Heights,VANDALISM,19
RICHMOND,Pacific Heights,VEHICLE THEFT,34
RICHMOND,Pacific Heights,WARRANTS,4
RICHMOND,Pacific Heights,WEAPON LAWS,3
RICHMOND,Presidio,LARCENY/THEFT,2
RICHMOND,Presidio,MISSING PERSON,2
RICHMOND,Presidio,NON-CRIMINAL,1
RICHMOND,Presidio,OTHER OFFENSES,1
RICHMOND,Presidio,VANDALISM,1
RICHMOND,Presidio Heights,ASSAULT,36
RICHMOND,Presidio Heights,BAD CHECKS,2
RICHMOND,Presidio Heights,BURGLARY,36
RICHMOND,Presidio Heights,DISORDERLY CONDUCT,1
RICHMOND,Presidio Heights,DRIVING UNDER THE INFLUENCE,2
RICHMOND,Presidio Heights,DRUG/NARCOTIC,2
RICHMOND,Presidio Heights,EXTORTION,1
RICHMOND,Presidio Heights,FORGERY/COUNTERFEITING,11
RICHMOND,Presidio Heights,FRAUD,21
RICHMOND,Presidio Heights,LARCENY/THEFT,201
RICHMOND,Presidio Heights,MISSING PERSON,30
RICHMOND,Presidio Heights,NON-CRIMINAL,90
RICHMOND,Presidio Heights,OTHER OFFENSES,80
RICHMOND,Presidio Heights,RECOVERED VEHICLE,2
RICHMOND,Presidio Heights,ROBBERY,7
RICHMOND,Presidio Heights,RUNAWAY,3
RICHMOND,Presidio Heights,SECONDARY CODES,12
RICHMOND,Presidio Heights,"SEX OFFENSES, FORCIBLE",4
RICHMOND,Presidio Heights,STOLEN PROPERTY,3
RICHMOND,Presidio Heights,SUSPICIOUS OCC,44
RICHMOND,Presidio Heights,TRESPASS,4
RICHMOND,Presidio Heights,VANDALISM,39
RICHMOND,Presidio Heights,VEHICLE THEFT,37
RICHMOND,Presidio Heights,WARRANTS,11
RICHMOND,Presidio Heights,WEAPON LAWS,2
RICHMOND,Seacliff,ARSON,1
RICHMOND,Seacliff,ASSAULT,5
RICHMOND,Seacliff,BURGLARY,11
RICHMOND,Seacliff,DRUG/NARCOTIC,3
RICHMOND,Seacliff,FORGERY/COUNTERFEITING,1
RICHMOND,Seacliff,FRAUD,11
RICHMOND,Seacliff,LARCENY/THEFT,424
RICHMOND,Seacliff,MISSING PERSON,5
RICHMOND,Seacliff,NON-CRIMINAL,42
RICHMOND,Seacliff,OTHER OFFENSES,18
RICHMOND,Seacliff,RECOVERED VEHICLE,1
RICHMOND,Seacliff,ROBBERY,3
RICHMOND,Seacliff,SECONDARY CODES,1
RICHMOND,Seacliff,STOLEN PROPERTY,2
RICHMOND,Seacliff,SUSPICIOUS OCC,24
RICHMOND,Seacliff,TRESPASS,1
RICHMOND,Seacliff,VANDALISM,26
RICHMOND,Seacliff,VEHICLE THEFT,14
RICHMOND,Seacliff,WARRANTS,6
RICHMOND,Seacliff,WEAPON LAWS,4
RICHMOND,Treasure Island/YBI,ASSAULT,1
RICHMOND,Treasure Island/YBI,FRAUD,2
RICHMOND,Treasure Island/YBI,LARCENY/THEFT,3
RICHMOND,Treasure Island/YBI,OTHER OFFENSES,3
RICHMOND,Treasure Island/YBI,SECONDARY CODES,1
RICHMOND,Treasure Island/YBI,VEHICLE THEFT,4
RICHMOND,Western Addition,ARSON,1
RICHMOND,Western Addition,ASSAULT,58
RICHMOND,Western Addition,BRIBERY,1
RICHMOND,Western Addition,BURGLARY,31
RICHMOND,Western Addition,DRIVING UNDER THE INFLUENCE,1
RICHMOND,Western Addition,DRUG/NARCOTIC,3
RICHMOND,Western Addition,DRUNKENNESS,1
RICHMOND,Western Addition,FORGERY/COUNTERFEITING,4
RICHMOND,Western Addition,FRAUD,12
RICHMOND,Western Addition,KIDNAPPING,1
RICHMOND,Western Addition,LARCENY/THEFT,196
RICHMOND,Western Addition,LIQUOR LAWS,1
RICHMOND,Western Addition,MISSING PERSON,18
RICHMOND,Western Addition,NON-CRIMINAL,83
RICHMOND,Western Addition,OTHER OFFENSES,69
RICHMOND,Western Addition,PROSTITUTION,1
RICHMOND,Western Addition,RECOVERED VEHICLE,2
RICHMOND,Western Addition,ROBBERY,7
RICHMOND,Western Addition,SECONDARY CODES,8
RICHMOND,Western Addition,"SEX OFFENSES, FORCIBLE",3
RICHMOND,Western Addition,STOLEN PROPERTY,2
RICHMOND,Western Addition,SUICIDE,1
RICHMOND,Western Addition,SUSPICIOUS OCC,22
RICHMOND,Western Addition,TRESPASS,3
RICHMOND,Western Addition,VANDALISM,40
RICHMOND,Western Addition,VEHICLE THEFT,36
RICHMOND,Western Addition,WARRANTS,15
RICHMOND,Western Addition,WEAPON LAWS,3
SOUTHERN,Bayview,BURGLARY,1
SOUTHERN,Bayview,OTHER OFFENSES,1
SOUTHERN,Bayview,WARRANTS,1
SOUTHERN,Downtown/Civic Center,ASSAULT,245
SOUTHERN,Downtown/Civic Center,BAD CHECKS,1
SOUTHERN,Downtown/Civic Center,BRIBERY,2
SOUTHERN,Downtown/Civic Center,BURGLARY,20
SOUTHERN,Downtown/Civic Center,DISORDERLY CONDUCT,6
SOUTHERN,Downtown/Civic Center,DRUG/NARCOTIC,150
SOUTHERN,Downtown/Civic Center,DRUNKENNESS,6
SOUTHERN,Downtown/Civic Center,EMBEZZLEMENT,1
SOUTHERN,Downtown/Civic Center,FAMILY OFFENSES,1
SOUTHERN,Downtown/Civic Center,FORGERY/COUNTERFEITING,29
SOUTHERN,Downtown/Civic Center,FRAUD,31
SOUTHERN,Downtown/Civic Center,KIDNAPPING,5
SOUTHERN,Downtown/Civic Center,LARCENY/THEFT,538
SOUTHERN,Downtown/Civic Center,LOITERING,1
SOUTHERN,Downtown/Civic Center,MISSING PERSON,24
SOUTHERN,Downtown/Civic Center,NON-CRIMINAL,321
SOUTHERN,Downtown/Civic Center,OTHER OFFENSES,315
SOUTHERN,Downtown/Civic Center,PROSTITUTION,2
SOUTHERN,Downtown/Civic Center,RECOVERED VEHICLE,3
SOUTHERN,Downtown/Civic Center,ROBBERY,108
SOUTHERN,Downtown/Civic Center,SECONDARY CODES,25
SOUTHERN,Downtown/Civic Center,"SEX OFFENSES, FORCIBLE",8
SOUTHERN,Downtown/Civic Center,STOLEN PROPERTY,23
SOUTHERN,Downtown/Civic Center,SUICIDE,1
SOUTHERN,Downtown/Civic Center,SUSPICIOUS OCC,88
SOUTHERN,Downtown/Civic Center,TRESPASS,8
SOUTHERN,Downtown/Civic Center,VANDALISM,68
SOUTHERN,Downtown/Civic Center,VEHICLE THEFT,6
SOUTHERN,Downtown/Civic Center,WARRANTS,201
SOUTHERN,Downtown/Civic Center,WEAPON LAWS,44
SOUTHERN,Financial District,ARSON,5
SOUTHERN,Financial District,ASSAULT,407
SOUTHERN,Financial District,BAD CHECKS,2
SOUTHERN,Financial District,BRIBERY,1
SOUTHERN,Financial District,BURGLARY,90
SOUTHERN,Financial District,DISORDERLY CONDUCT,15
SOUTHERN,Financial District,DRIVING UNDER THE INFLUENCE,11
SOUTHERN,Financial District,DRUG/NARCOTIC,53
SOUTHERN,Financial District,DRUNKENNESS,15
SOUTHERN,Financial District,EMBEZZLEMENT,6
SOUTHERN,Financial District,EXTORTION,1
SOUTHERN,Financial District,FORGERY/COUNTERFEITING,19
SOUTHERN,Financial District,FRAUD,106
SOUTHERN,Financial District,KIDNAPPING,5
SOUTHERN,Financial District,LARCENY/THEFT,1360
SOUTHERN,Financial District,LIQUOR LAWS,1
SOUTHERN,Financial District,LOITERING,1
SOUTHERN,Financial District,MISSING PERSON,60
SOUTHERN,Financial District,NON-CRIMINAL,587
SOUTHERN,Financial District,OTHER OFFENSES,425
SOUTHERN,Financial District,PROSTITUTION,255
SOUTHERN,Financial District,RECOVERED VEHICLE,10
SOUTHERN,Financial District,ROBBERY,94
SOUTHERN,Financial District,RUNAWAY,1
SOUTHERN,Financial District,SECONDARY CODES,28
SOUTHERN,Financial District,"SEX OFFENSES, FORCIBLE",25
SOUTHERN,Financial District,"SEX OFFENSES, NON FORCIBLE",1
SOUTHERN,Financial District,STOLEN PROPERTY,23
SOUTHERN,Financial District,SUICIDE,1
SOUTHERN,Financial District,SUSPICIOUS OCC,131
SOUTHERN,Financial District,TREA,1
SOUTHERN,Financial District,TRESPASS,63
SOUTHERN,Financial District,VANDALISM,195
SOUTHERN,Financial District,VEHICLE THEFT,70
SOUTHERN,Financial District,WARRANTS,127
SOUTHERN,Financial District,WEAPON LAWS,37
SOUTHERN,Mission,ASSAULT,12
SOUTHERN,Mission,BURGLARY,6
SOUTHERN,Mission,DISORDERLY CONDUCT,5
SOUTHERN,Mission,DRIVING UNDER THE INFLUENCE,1
SOUTHERN,Mission,DRUG/NARCOTIC,14
SOUTHERN,Mission,LARCENY/THEFT,47
SOUTHERN,Mission,LOITERING,1
SOUTHERN,Mission,NON-CRIMINAL,18
SOUTHERN,Mission,OTHER OFFENSES,30
SOUTHERN,Mission,RECOVERED VEHICLE,1
SOUTHERN,Mission,ROBBERY,2
SOUTHERN,Mission,SECONDARY CODES,2
SOUTHERN,Mission,STOLEN PROPERTY,1
SOUTHERN,Mission,SUSPICIOUS OCC,6
SOUTHERN,Mission,TRESPASS,9
SOUTHERN,Mission,VANDALISM,14
SOUTHERN,Mission,VEHICLE THEFT,9
SOUTHERN,Mission,WARRANTS,13
SOUTHERN,Mission,WEAPON LAWS,3
SOUTHERN,North Beach,ASSAULT,1
SOUTHERN,North Beach,BURGLARY,1
SOUTHERN,North Beach,LARCENY/THEFT,4
SOUTHERN,North Beach,MISSING PERSON,2
SOUTHERN,North Beach,NON-CRIMINAL,4
SOUTHERN,North Beach,OTHER OFFENSES,1
SOUTHERN,North Beach,ROBBERY,1
SOUTHERN,North Beach,SECONDARY CODES,1
SOUTHERN,North Beach,TRESPASS,1
SOUTHERN,North Beach,VANDALISM,1
SOUTHERN,Potrero Hill,ASSAULT,3
SOUTHERN,Potrero Hill,DRUG/NARCOTIC,1
SOUTHERN,Potrero Hill,LARCENY/THEFT,8
SOUTHERN,Potrero Hill,MISSING PERSON,2
SOUTHERN,Potrero Hill,NON-CRIMINAL,3
SOUTHERN,Potrero Hill,OTHER OFFENSES,8
SOUTHERN,Potrero Hill,ROBBERY,1
SOUTHERN,Potrero Hill,SECONDARY CODES,2
SOUTHERN,Potrero Hill,SUSPICIOUS OCC,4
SOUTHERN,Potrero Hill,TRESPASS,1
SOUTHERN,Potrero Hill,VANDALISM,3
SOUTHERN,Potrero Hill,WARRANTS,1
SOUTHERN,Potrero Hill,WEAPON LAWS,3
SOUTHERN,South of Market,ARSON,27
SOUTHERN,South of Market,ASSAULT,1647
SOUTHERN,South of Market,BAD CHECKS,3
SOUTHERN,South of Market,BRIBERY,5
SOUTHERN,South of Market,BURGLARY,704
SOUTHERN,South of Market,DISORDERLY CONDUCT,114
SOUTHERN,South of Market,DRIVING UNDER THE INFLUENCE,53
SOUTHERN,South of Market,DRUG/NARCOTIC,705
SOUTHERN,South of Market,DRUNKENNESS,67
SOUTHERN,South of Market,EMBEZZLEMENT,25
SOUTHERN,South of Market,EXTORTION,7
SOUTHERN,South of Market,FAMILY OFFENSES,2
SOUTHERN,South of Market,FORGERY/COUNTERFEITING,76
SOUTHERN,South of Market,FRAUD,338
SOUTHERN,South of Market,GAMBLING,4
SOUTHERN,South of Market,KIDNAPPING,23
SOUTHERN,South of Market,LARCENY/THEFT,7149
SOUTHERN,South of Market,LIQUOR LAWS,19
SOUTHERN,South of Market,LOITERING,6
SOUTHERN,South of Market,MISSING PERSON,493
SOUTHERN,South of Market,NON-CRIMINAL,2415
SOUTHERN,South of Market,OTHER OFFENSES,2525
SOUTHERN,South of Market,PROSTITUTION,5
SOUTHERN,South of Market,RECOVERED VEHICLE,89
SOUTHERN,South of Market,ROBBERY,378
SOUTHERN,South of Market,RUNAWAY,9
SOUTHERN,South of Market,SECONDARY CODES,191
SOUTHERN,South of Market,"SEX OFFENSES, FORCIBLE",140
SOUTHERN,South of Market,"SEX OFFENSES, NON FORCIBLE",8
SOUTHERN,South of Market,STOLEN PROPERTY,148
SOUTHERN,South of Market,SUICIDE,4
SOUTHERN,South of Market,SUSPICIOUS OCC,712
SOUTHERN,South of Market,TRESPASS,297
SOUTHERN,South of Market,VANDALISM,1130
SOUTHERN,South of Market,VEHICLE THEFT,520
SOUTHERN,South of Market,WARRANTS,1011
SOUTHERN,South of Market,WEAPON LAWS,217
SOUTHERN,Treasure Island/YBI,ARSON,1
SOUTHERN,Treasure Island/YBI,ASSAULT,22
SOUTHERN,Treasure Island/YBI,BURGLARY,11
SOUTHERN,Treasure Island/YBI,DRIVING UNDER THE INFLUENCE,1
SOUTHERN,Treasure Island/YBI,FAMILY OFFENSES,1
SOUTHERN,Treasure Island/YBI,FRAUD,3
SOUTHERN,Treasure Island/YBI,KIDNAPPING,1
